Day Ahead Market LMPs
07/16/2011

,,,All Hours-Ending are Eastern Standard Time (EST)
Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
AMMO.RUSHIS2,Gennode,MLC,-.8,-.77,-.71,-.7,-.7,-.7,-1.16,-1.29,-1.57,-1.83,-2.05,-2.24,-2.49,-2.74,-3.05,-3.51,-3.72,-3.34,-2.89,-2.49,-2.62,-2.17,-1.02,-.99
AMMO.SIOUX1,Gennode,MLC,-.65,-.62,-.58,-.56,-.56,-.56,-.91,-1.01,-1.23,-1.43,-1.61,-1.76,-1.96,-2.15,-2.39,-2.76,-2.92,-2.62,-2.27,-1.94,-2.05,-1.7,-.82,-.8
AMMO.SIOUX2,Gennode,MLC,-.73,-.69,-.64,-.63,-.63,-.64,-.95,-1.06,-1.28,-1.49,-1.68,-1.83,-2.04,-2.24,-2.5,-2.87,-3.04,-2.73,-2.36,-2.03,-2.14,-1.77,-.93,-.9
AMMO.TRIGCTG1,Gennode,MLC,-.24,-.25,-.23,-.22,-.23,-.23,-.76,-.86,-1.04,-1.21,-1.35,-1.48,-1.65,-1.81,-2.02,-2.33,-2.46,-2.21,-1.91,-1.64,-1.73,-1.43,-.32,-.31
AMMO.TS1,Gennode,MLC,.7,.65,.6,.58,.56,.56,-.82,-.91,-1.12,-1.3,-1.45,-1.59,-1.76,-1.94,-2.16,-2.48,-2.63,-2.36,-2.04,-1.75,-1.86,-1.53,.86,.84
AMMO.TS2,Gennode,MLC,.9,.83,.78,.75,.73,.73,-.82,-.91,-1.12,-1.3,-1.45,-1.59,-1.76,-1.94,-2.16,-2.48,-2.63,-2.36,-2.04,-1.75,-1.86,-1.53,1.11,1.07
AMMO.UA.AZ,Hub,MLC,-.41,-.4,-.37,-.36,-.37,-.37,-.48,-.53,-.65,-.76,-.85,-.93,-1.03,-1.14,-1.26,-1.46,-1.54,-1.38,-1.19,-1.02,-1.08,-.89,-.52,-.51
AMMO.UE,Loadzone,MLC,-.27,-.26,-.25,-.24,-.25,-.25,-.44,-.5,-.61,-.7,-.78,-.86,-.96,-1.05,-1.17,-1.36,-1.42,-1.28,-1.1,-.95,-1,-.82,-.34,-.33
AMMO.UE.AZ,Hub,MLC,-.27,-.27,-.25,-.24,-.25,-.25,-.44,-.5,-.61,-.7,-.79,-.86,-.96,-1.06,-1.18,-1.36,-1.44,-1.29,-1.11,-.96,-1.01,-.83,-.36,-.34
AMMO.VENCTG1,Gennode,MLC,-.25,-.25,-.23,-.23,-.23,-.23,-.85,-.94,-1.15,-1.33,-1.49,-1.64,-1.81,-2,-2.23,-2.56,-2.72,-2.43,-2.1,-1.81,-1.92,-1.59,-.32,-.31
AMMO.VENCTG2,Gennode,MLC,-.24,-.24,-.22,-.22,-.23,-.23,-.84,-.95,-1.14,-1.33,-1.49,-1.64,-1.82,-2,-2.22,-2.57,-2.71,-2.44,-2.11,-1.81,-1.91,-1.58,-.32,-.31
AMMO.VENCTG3,Gennode,MLC,-.24,-.24,-.22,-.22,-.23,-.23,-.8,-.9,-1.08,-1.26,-1.41,-1.55,-1.72,-1.89,-2.1,-2.43,-2.57,-2.31,-1.99,-1.71,-1.81,-1.49,-.32,-.31
AMMO.VENCTG4,Gennode,MLC,-.24,-.24,-.22,-.22,-.23,-.23,-.8,-.9,-1.08,-1.26,-1.41,-1.55,-1.72,-1.9,-2.11,-2.44,-2.57,-2.31,-2,-1.72,-1.81,-1.5,-.32,-.31
AMMO.VENCTG5,Gennode,MLC,-.24,-.24,-.22,-.22,-.23,-.23,-.79,-.89,-1.08,-1.26,-1.41,-1.54,-1.71,-1.89,-2.1,-2.42,-2.56,-2.3,-1.99,-1.71,-1.8,-1.49,-.32,-.31
AMMO.VIADCTG1,Gennode,MLC,.41,.38,.36,.35,.33,.33,-.02,-.03,-.04,-.05,-.06,-.05,-.06,-.07,-.07,-.1,-.1,-.09,-.07,-.05,-.05,-.04,.52,.5
AMMO.WVPA,Loadzone,MLC,-.27,-.26,-.24,-.24,-.25,-.24,-.9,-1,-1.22,-1.41,-1.58,-1.73,-1.92,-2.12,-2.36,-2.72,-2.87,-2.57,-2.23,-1.91,-2.02,-1.67,-.34,-.34
AMMO.WVPA.CZHI,Loadzone,MLC,-.27,-.26,-.24,-.24,-.25,-.24,-.9,-1,-1.22,-1.41,-1.58,-1.73,-1.92,-2.12,-2.36,-2.72,-2.87,-2.57,-2.23,-1.91,-2.02,-1.67,-.34,-.34
AMMO.WVPA.CZPG,Loadzone,MLC,-.27,-.26,-.24,-.24,-.25,-.24,-.9,-1,-1.22,-1.41,-1.58,-1.73,-1.92,-2.12,-2.36,-2.72,-2.87,-2.57,-2.23,-1.91,-2.02,-1.67,-.34,-.34
AMMO.WVPA_3.AZ,Hub,MLC,.01,0,-.01,-.01,-.01,-.02,-.63,-.71,-.85,-1,-1.12,-1.22,-1.35,-1.49,-1.66,-1.91,-2.03,-1.82,-1.57,-1.34,-1.43,-1.17,0,0
AP,Interface,MLC,.44,.4,.37,.36,.34,.35,-.03,-.04,-.05,-.07,-.08,-.08,-.09,-.09,-.11,-.14,-.14,-.12,-.1,-.08,-.07,-.06,.54,.52
BBA,Interface,MLC,-.11,-.12,-.11,-.11,-.12,-.11,-.44,-.5,-.6,-.7,-.79,-.86,-.96,-1.06,-1.18,-1.36,-1.43,-1.29,-1.11,-.95,-1,-.83,-.14,-.14
BREC.AZ,Hub,MLC,.03,.02,.01,.01,0,0,-.03,-.05,-.06,-.07,-.08,-.08,-.09,-.1,-.12,-.14,-.15,-.13,-.11,-.08,-.09,-.07,.02,.02
BREC.BREC,Loadzone,MLC,.05,.04,.03,.03,.02,.02,0,-.02,-.02,-.02,-.02,-.02,-.03,-.03,-.03,-.05,-.04,-.04,-.03,-.02,-.01,-.01,.05,.05
BREC.COLE1,Gennode,MLC,0,-.01,-.01,-.01,-.02,-.02,-.21,-.24,-.3,-.34,-.38,-.42,-.47,-.52,-.57,-.67,-.7,-.63,-.54,-.46,-.48,-.39,-.01,-.01
BREC.COLE2,Gennode,MLC,0,-.01,-.01,-.01,-.02,-.02,-.21,-.24,-.3,-.34,-.38,-.42,-.47,-.52,-.57,-.67,-.7,-.63,-.54,-.46,-.48,-.39,-.01,-.01
BREC.COLE3,Gennode,MLC,0,-.01,-.01,-.01,-.02,-.02,-.21,-.24,-.3,-.34,-.38,-.42,-.47,-.52,-.57,-.67,-.7,-.63,-.54,-.46,-.48,-.39,-.01,-.01
BREC.GREEN1,Gennode,MLC,-.39,-.38,-.35,-.35,-.35,-.35,-.47,-.52,-.64,-.75,-.83,-.91,-1.01,-1.12,-1.25,-1.44,-1.52,-1.37,-1.18,-1,-1.06,-.88,-.5,-.48
BREC.GREEN2,Gennode,MLC,-.39,-.38,-.35,-.35,-.35,-.35,-.47,-.52,-.64,-.75,-.83,-.91,-1.01,-1.12,-1.25,-1.44,-1.52,-1.37,-1.18,-1,-1.06,-.88,-.5,-.48
BREC.HMP1,Gennode,MLC,-.39,-.38,-.35,-.35,-.35,-.35,-.47,-.52,-.64,-.75,-.83,-.91,-1.01,-1.12,-1.25,-1.44,-1.52,-1.37,-1.18,-1,-1.06,-.88,-.5,-.48
BREC.HMP2,Gennode,MLC,-.39,-.38,-.35,-.35,-.35,-.35,-.47,-.52,-.64,-.75,-.83,-.91,-1.01,-1.12,-1.25,-1.44,-1.52,-1.37,-1.18,-1,-1.06,-.88,-.5,-.48
BREC.REID1,Gennode,MLC,-.5,-.49,-.45,-.45,-.45,-.44,-.54,-.61,-.75,-.87,-.98,-1.06,-1.18,-1.3,-1.45,-1.67,-1.76,-1.58,-1.36,-1.17,-1.23,-1.03,-.64,-.62
BREC.REIDCT,Gennode,MLC,-.5,-.49,-.45,-.45,-.45,-.44,-.54,-.61,-.75,-.87,-.98,-1.06,-1.18,-1.3,-1.45,-1.67,-1.76,-1.58,-1.36,-1.17,-1.23,-1.03,-.64,-.62
BREC.WILSON1,Gennode,MLC,-.14,-.14,-.13,-.13,-.14,-.14,-.37,-.42,-.51,-.59,-.66,-.73,-.81,-.9,-.99,-1.15,-1.21,-1.09,-.94,-.8,-.84,-.7,-.19,-.19
CE,Interface,MLC,.44,.4,.37,.36,.34,.35,-.03,-.04,-.05,-.07,-.08,-.08,-.09,-.09,-.11,-.14,-.14,-.12,-.1,-.08,-.07,-.06,.54,.52
CIN.08NOBSN1,Gennode,MLC,.88,.81,.76,.74,.72,.72,.66,.71,.86,1,1.12,1.25,1.38,1.51,1.69,1.92,2.05,1.84,1.6,1.39,1.48,1.23,1.09,1.06
CIN.08NOBSN2,Gennode,MLC,.88,.81,.76,.74,.72,.72,.66,.71,.86,1,1.12,1.25,1.38,1.51,1.69,1.92,2.05,1.84,1.6,1.39,1.48,1.23,1.09,1.06
CIN.AEPM1,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.AEPM2,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.AEPM3,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.AEPREP1,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.AK01,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.BECKJRD.1,Gennode,MLC,.19,.17,.16,.15,.14,.14,-.18,-.21,-.25,-.3,-.33,-.36,-.4,-.44,-.49,-.57,-.6,-.53,-.45,-.39,-.4,-.33,.23,.22
CIN.BECKJRD.2,Gennode,MLC,.19,.17,.16,.15,.14,.14,-.18,-.21,-.25,-.3,-.33,-.36,-.4,-.44,-.49,-.57,-.6,-.53,-.45,-.39,-.4,-.33,.23,.22
CIN.BECKJRD.3,Gennode,MLC,.23,.2,.19,.18,.17,.17,-.15,-.18,-.22,-.26,-.29,-.32,-.35,-.39,-.43,-.51,-.53,-.47,-.4,-.35,-.35,-.29,.27,.26
CIN.BECKJRD.4,Gennode,MLC,.18,.16,.15,.14,.13,.13,-.31,-.35,-.43,-.5,-.55,-.61,-.67,-.74,-.82,-.96,-1.01,-.9,-.77,-.67,-.69,-.57,.21,.21
CIN.BECKJRD.5,Gennode,MLC,.1,.08,.08,.07,.06,.06,-.31,-.36,-.44,-.51,-.57,-.62,-.69,-.76,-.85,-.98,-1.04,-.92,-.79,-.69,-.71,-.59,.11,.11
CIN.BECKJRD6,Gennode,MLC,.15,.13,.12,.12,.11,.1,-.25,-.29,-.35,-.41,-.46,-.5,-.56,-.61,-.68,-.8,-.84,-.75,-.64,-.55,-.58,-.47,.18,.17
CIN.BEES01,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.BSEDUK,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.BUCK,Loadzone,MLC,.81,.75,.69,.67,.65,.66,.91,.99,1.21,1.4,1.57,1.73,1.92,2.11,2.35,2.67,2.86,2.56,2.23,1.93,2.05,1.69,1,.97
CIN.BUCK_1.AZ,Hub,MLC,.95,.88,.82,.8,.78,.78,1.18,1.29,1.57,1.82,2.04,2.24,2.49,2.73,3.04,3.48,3.7,3.32,2.89,2.5,2.66,2.19,1.17,1.14
CIN.CAYCT.4,Gennode,MLC,-.35,-.34,-.32,-.31,-.32,-.32,-.74,-.83,-1.01,-1.17,-1.31,-1.44,-1.6,-1.76,-1.96,-2.25,-2.38,-2.15,-1.84,-1.59,-1.68,-1.39,-.45,-.44
CIN.CAYUGA.1,Gennode,MLC,-.45,-.44,-.4,-.4,-.41,-.41,-.85,-.94,-1.15,-1.33,-1.5,-1.63,-1.82,-2,-2.23,-2.56,-2.71,-2.44,-2.11,-1.81,-1.92,-1.59,-.58,-.56
CIN.CAYUGA.2,Gennode,MLC,-.35,-.34,-.31,-.31,-.32,-.31,-.74,-.82,-1,-1.16,-1.3,-1.43,-1.58,-1.74,-1.94,-2.23,-2.36,-2.13,-1.84,-1.58,-1.67,-1.38,-.44,-.43
CIN.CC.EDWIGCC,Gennode,MLC,-.6,-.57,-.53,-.52,-.53,-.53,-.88,-.98,-1.19,-1.39,-1.55,-1.69,-1.88,-2.07,-2.3,-2.66,-2.82,-2.53,-2.18,-1.88,-1.98,-1.64,-.76,-.74
CIN.CC.NOBSVIL,Gennode,MLC,1,.93,.86,.84,.81,.82,.78,.85,1.04,1.2,1.35,1.48,1.65,1.81,2.02,2.3,2.45,2.2,1.92,1.66,1.76,1.45,1.24,1.2
CIN.CC.SUGRCK,Gennode,MLC,-.89,-.85,-.79,-.78,-.78,-.77,-1.19,-1.33,-1.62,-1.87,-2.1,-2.3,-2.55,-2.81,-3.12,-3.6,-3.81,-3.42,-2.96,-2.55,-2.7,-2.22,-1.13,-1.1
CIN.CC.WR1,Gennode,MLC,-.79,-.76,-.71,-.69,-.69,-.69,-1,-1.11,-1.35,-1.57,-1.76,-1.93,-2.14,-2.35,-2.62,-3.02,-3.19,-2.86,-2.47,-2.13,-2.25,-1.87,-1.01,-.97
CIN.CGE,Loadzone,MLC,.64,.59,.55,.54,.52,.52,.53,.58,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.CGE.IMPA,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.CGE.LEBN,Loadzone,MLC,.76,.71,.66,.64,.63,.63,.71,.77,.95,1.1,1.24,1.35,1.5,1.66,1.84,2.1,2.24,2,1.75,1.51,1.61,1.33,.95,.92
CIN.CGE.LPHO,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.CGE.WPSE,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.CHEL,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.CNE,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.CONNERV.1,Gennode,MLC,.96,.89,.83,.8,.78,.79,1,1.09,1.33,1.54,1.73,1.9,2.1,2.32,2.58,2.94,3.13,2.82,2.45,2.12,2.25,1.87,1.19,1.16
CIN.CONNERV.2,Gennode,MLC,.96,.89,.83,.8,.78,.79,1,1.09,1.33,1.54,1.73,1.9,2.1,2.32,2.58,2.94,3.13,2.82,2.45,2.12,2.25,1.87,1.19,1.16
CIN.CPP.AGG,Hub,MLC,0,-.01,-.01,-.02,-.02,-.02,-.27,-.32,-.38,-.44,-.49,-.54,-.6,-.66,-.73,-.85,-.9,-.81,-.68,-.59,-.62,-.51,-.01,-.02
CIN.CT.BCKJD.1,Gennode,MLC,.23,.2,.19,.18,.17,.17,-.15,-.18,-.22,-.26,-.29,-.32,-.35,-.39,-.43,-.51,-.53,-.47,-.4,-.35,-.35,-.29,.27,.26
CIN.CT.BCKJD.2,Gennode,MLC,.23,.2,.19,.18,.17,.17,-.15,-.18,-.22,-.26,-.29,-.32,-.35,-.39,-.43,-.51,-.53,-.47,-.4,-.35,-.35,-.29,.27,.26
CIN.CT.BCKJD.3,Gennode,MLC,.23,.2,.19,.18,.17,.17,-.15,-.18,-.22,-.26,-.29,-.32,-.35,-.39,-.43,-.51,-.53,-.47,-.4,-.35,-.35,-.29,.27,.26
CIN.CT.BCKJD.4,Gennode,MLC,.23,.2,.19,.18,.17,.17,-.15,-.18,-.22,-.26,-.29,-.32,-.35,-.39,-.43,-.51,-.53,-.47,-.4,-.35,-.35,-.29,.27,.26
CIN.CT.DCRK.1,Gennode,MLC,.61,.55,.51,.5,.49,.49,.37,.39,.49,.56,.62,.69,.77,.85,.94,1.07,1.14,1.02,.89,.78,.83,.68,.75,.72
CIN.CT.DCRK.3,Gennode,MLC,.61,.55,.51,.5,.49,.49,.37,.39,.49,.56,.62,.69,.77,.85,.94,1.07,1.14,1.02,.89,.78,.83,.68,.75,.72
CIN.CT.DCRK.4,Gennode,MLC,.61,.55,.51,.5,.49,.49,.37,.39,.49,.56,.62,.69,.77,.85,.94,1.07,1.14,1.02,.89,.78,.83,.68,.75,.72
CIN.CT.DCRK.5,Gennode,MLC,.61,.55,.51,.5,.49,.49,.37,.39,.49,.56,.62,.69,.77,.85,.94,1.07,1.14,1.02,.89,.78,.83,.68,.75,.72
CIN.CT.MFORT.3,Gennode,MLC,.16,.13,.13,.12,.11,.11,-.2,-.24,-.28,-.33,-.37,-.41,-.45,-.5,-.55,-.65,-.68,-.6,-.51,-.45,-.46,-.38,.19,.18
CIN.CT.MFORT.4,Gennode,MLC,.16,.13,.13,.12,.11,.11,-.2,-.24,-.28,-.33,-.37,-.41,-.45,-.5,-.55,-.65,-.68,-.6,-.51,-.45,-.46,-.38,.19,.18
CIN.CT.MFORT.5,Gennode,MLC,.16,.13,.13,.12,.11,.11,-.2,-.24,-.28,-.33,-.37,-.41,-.45,-.5,-.55,-.65,-.68,-.6,-.51,-.45,-.46,-.38,.19,.18
CIN.CT.MFORT.6,Gennode,MLC,.16,.13,.13,.12,.11,.11,-.2,-.24,-.28,-.33,-.37,-.41,-.45,-.5,-.55,-.65,-.68,-.6,-.51,-.45,-.46,-.38,.19,.18
CIN.CT.VERMN.1,Gennode,MLC,-.34,-.33,-.3,-.3,-.31,-.3,-.72,-.81,-.98,-1.14,-1.28,-1.4,-1.56,-1.71,-1.9,-2.19,-2.32,-2.09,-1.79,-1.55,-1.64,-1.35,-.43,-.42
CIN.CT.VERMN.2,Gennode,MLC,-.34,-.33,-.3,-.3,-.31,-.3,-.72,-.81,-.98,-1.14,-1.28,-1.4,-1.56,-1.71,-1.9,-2.19,-2.32,-2.09,-1.79,-1.55,-1.64,-1.35,-.43,-.42
CIN.CT.VERMN.3,Gennode,MLC,-.34,-.33,-.3,-.3,-.31,-.3,-.72,-.81,-.98,-1.14,-1.28,-1.4,-1.56,-1.71,-1.9,-2.19,-2.32,-2.09,-1.79,-1.55,-1.64,-1.35,-.43,-.42
CIN.CT.VERMN.4,Gennode,MLC,-.34,-.33,-.3,-.3,-.31,-.3,-.72,-.81,-.98,-1.14,-1.28,-1.4,-1.56,-1.71,-1.9,-2.19,-2.32,-2.09,-1.79,-1.55,-1.64,-1.35,-.43,-.42
CIN.CT.VERMN.5,Gennode,MLC,-.34,-.33,-.3,-.3,-.31,-.3,-.72,-.81,-.98,-1.14,-1.28,-1.4,-1.56,-1.71,-1.9,-2.19,-2.32,-2.09,-1.79,-1.55,-1.64,-1.35,-.43,-.42
CIN.CT.VERMN.6,Gennode,MLC,-.34,-.33,-.3,-.3,-.31,-.3,-.72,-.81,-.98,-1.14,-1.28,-1.4,-1.56,-1.71,-1.9,-2.19,-2.32,-2.09,-1.79,-1.55,-1.64,-1.35,-.43,-.42
CIN.CT.VERMN.7,Gennode,MLC,-.34,-.33,-.3,-.3,-.31,-.3,-.72,-.81,-.98,-1.14,-1.28,-1.4,-1.56,-1.71,-1.9,-2.19,-2.32,-2.09,-1.79,-1.55,-1.64,-1.35,-.43,-.42
CIN.CT.VERMN.8,Gennode,MLC,-.34,-.33,-.3,-.3,-.31,-.3,-.72,-.81,-.98,-1.14,-1.28,-1.4,-1.56,-1.71,-1.9,-2.19,-2.32,-2.09,-1.79,-1.55,-1.64,-1.35,-.43,-.42
CIN.DEI.AZ,Hub,MLC,.4,.36,.34,.33,.32,.31,.39,.43,.53,.61,.67,.75,.82,.91,1.01,1.15,1.22,1.11,.97,.84,.89,.74,.49,.47
CIN.DEK.AZ,Hub,MLC,.5,.46,.43,.42,.4,.4,.32,.34,.41,.48,.53,.59,.66,.71,.8,.9,.97,.87,.76,.66,.71,.59,.62,.59
CIN.DEO.AZ,Hub,MLC,.64,.6,.56,.53,.52,.53,.54,.6,.72,.83,.94,1.04,1.14,1.26,1.4,1.59,1.7,1.53,1.33,1.16,1.23,1.02,.8,.78
CIN.DER.CGER,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DERS,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DERS1,Loadzone,MLC,.64,.59,.55,.54,.52,.52,.53,.58,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DERS2,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DERS3,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DERS4,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DERS5,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DERS6,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DERS7,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DERS8,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DOMR.CGER,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DPLER,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.DTES,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.EASTBND2,Gennode,MLC,.07,.06,.05,.05,.04,.04,-.26,-.29,-.35,-.41,-.46,-.5,-.55,-.61,-.68,-.79,-.83,-.74,-.64,-.54,-.57,-.47,.08,.08
CIN.EDWCT1,Gennode,MLC,-.6,-.57,-.53,-.52,-.53,-.53,-.88,-.98,-1.19,-1.39,-1.55,-1.69,-1.88,-2.07,-2.3,-2.66,-2.82,-2.53,-2.18,-1.88,-1.98,-1.64,-.76,-.74
CIN.EDWCT2,Gennode,MLC,-.6,-.57,-.53,-.52,-.53,-.53,-.88,-.98,-1.19,-1.39,-1.55,-1.69,-1.88,-2.07,-2.3,-2.66,-2.82,-2.53,-2.18,-1.88,-1.98,-1.64,-.76,-.74
CIN.EDWST,Gennode,MLC,-.6,-.57,-.53,-.52,-.53,-.53,-.88,-.98,-1.19,-1.39,-1.55,-1.69,-1.88,-2.07,-2.3,-2.66,-2.82,-2.53,-2.18,-1.88,-1.98,-1.64,-.76,-.74
CIN.EKPC.SMTH,Loadzone,MLC,.39,.36,.34,.32,.31,.31,.11,.11,.14,.16,.19,.21,.22,.25,.28,.3,.33,.3,.27,.24,.26,.22,.49,.47
CIN.FESC.CGE,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.GALLAGR.1,Gennode,MLC,.24,.22,.2,.2,.18,.19,-.06,-.07,-.09,-.1,-.11,-.12,-.13,-.15,-.16,-.2,-.2,-.19,-.15,-.12,-.13,-.1,.3,.29
CIN.GALLAGR.2,Gennode,MLC,.24,.22,.2,.2,.18,.19,-.06,-.07,-.09,-.1,-.11,-.12,-.13,-.15,-.16,-.2,-.2,-.19,-.15,-.12,-.13,-.1,.3,.29
CIN.GALLAGR.3,Gennode,MLC,.19,.17,.15,.14,.13,.14,-.07,-.09,-.11,-.13,-.14,-.15,-.18,-.2,-.22,-.26,-.27,-.24,-.2,-.17,-.17,-.14,.23,.22
CIN.GALLAGR.4,Gennode,MLC,.19,.17,.15,.14,.13,.14,-.07,-.09,-.11,-.13,-.14,-.15,-.18,-.2,-.22,-.26,-.27,-.24,-.2,-.17,-.17,-.14,.23,.22
CIN.GEXA,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.GIBSON.1,Gennode,MLC,-1.09,-1.03,-.96,-.95,-.95,-.94,-1.32,-1.48,-1.8,-2.09,-2.34,-2.56,-2.85,-3.14,-3.49,-4.01,-4.25,-3.81,-3.3,-2.84,-3,-2.49,-1.38,-1.34
CIN.GIBSON.2,Gennode,MLC,-1.09,-1.03,-.96,-.95,-.95,-.94,-1.32,-1.48,-1.8,-2.09,-2.34,-2.56,-2.85,-3.14,-3.49,-4.01,-4.25,-3.81,-3.3,-2.84,-3,-2.49,-1.38,-1.34
CIN.GIBSON.3,Gennode,MLC,-1.09,-1.03,-.96,-.95,-.95,-.94,-1.32,-1.48,-1.8,-2.09,-2.34,-2.56,-2.85,-3.14,-3.49,-4.01,-4.25,-3.81,-3.3,-2.84,-3,-2.49,-1.38,-1.34
CIN.GIBSON.4,Gennode,MLC,-1.09,-1.03,-.96,-.95,-.95,-.94,-1.32,-1.48,-1.8,-2.09,-2.34,-2.56,-2.85,-3.14,-3.49,-4.01,-4.25,-3.81,-3.3,-2.84,-3,-2.49,-1.38,-1.34
CIN.GIBSON.5,Gennode,MLC,-1.09,-1.03,-.96,-.95,-.95,-.94,-1.32,-1.48,-1.8,-2.09,-2.34,-2.56,-2.85,-3.14,-3.49,-4.01,-4.25,-3.81,-3.3,-2.84,-3,-2.49,-1.38,-1.34
CIN.GLE,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
